fingerprint,alpha_type,regular_expression,selection_expression,combo_expression,settings_json,simulate_data_json,sim_id,status,timestamp,alpha_id,pnl,sharpe,turnover,fitness,error,error_details
1f2aaee957e1f53c6547fbd46bd80083,REGULAR,"- (oth561_basic_stat_net_buy_user_num - ts_mean(oth561_basic_stat_net_buy_user_num, 10)) / (ts_std_dev(oth561_basic_stat_net_buy_user_num, 10) + 0.001)",,,"{""decay"": 3, ""delay"": 1, ""instrumentType"": ""EQUITY"", ""language"": ""FASTEXPR"", ""maxTrade"": ""OFF"", ""nanHandling"": ""ON"", ""neutralization"": ""SLOW_AND_FAST"", ""pasteurization"": ""ON"", ""region"": ""CHN"", ""truncation"": 0.08, ""unitHandling"": ""VERIFY"", ""universe"": ""TOP2000U"", ""visualization"": false}","{""regular"": ""- (oth561_basic_stat_net_buy_user_num - ts_mean(oth561_basic_stat_net_buy_user_num, 10)) / (ts_std_dev(oth561_basic_stat_net_buy_user_num, 10) + 0.001)"", ""type"": ""REGULAR""}",46kr1t1yy4u0aOw17MNg1psW,COMPLETE,1776674070.2008293,RRkb8Nbd,-9816824,-2.02,0.8813,-0.69,,
45613db8550e662d2868989fad7367be,REGULAR,"-ts_rank(oth561_basic_stat_sell_user_num, 20)",,,"{""decay"": 3, ""delay"": 1, ""instrumentType"": ""EQUITY"", ""language"": ""FASTEXPR"", ""maxTrade"": ""OFF"", ""nanHandling"": ""ON"", ""neutralization"": ""SLOW_AND_FAST"", ""pasteurization"": ""ON"", ""region"": ""CHN"", ""truncation"": 0.08, ""unitHandling"": ""VERIFY"", ""universe"": ""TOP2000U"", ""visualization"": false}","{""regular"": ""-ts_rank(oth561_basic_stat_sell_user_num, 20)"", ""type"": ""REGULAR""}",3k5V46dsZ5jiaFGs5PnImMh,COMPLETE,1776674070.5385692,blWb9LAR,-11634016,-2.75,0.8158,-1.06,,
c478aa3a03d684a569e0f708aa30b4df,REGULAR,"-group_rank(ts_mean(oth561_basic_stat_buy_user_num, 5), subindustry)",,,"{""decay"": 3, ""delay"": 1, ""instrumentType"": ""EQUITY"", ""language"": ""FASTEXPR"", ""maxTrade"": ""OFF"", ""nanHandling"": ""ON"", ""neutralization"": ""SLOW_AND_FAST"", ""pasteurization"": ""ON"", ""region"": ""CHN"", ""truncation"": 0.08, ""unitHandling"": ""VERIFY"", ""universe"": ""TOP2000U"", ""visualization"": false}","{""regular"": ""-group_rank(ts_mean(oth561_basic_stat_buy_user_num, 5), subindustry)"", ""type"": ""REGULAR""}",oOSV31Ns5f5aer1aqZzScVP,COMPLETE,1776674070.8663578,ZYWbobNQ,6655820,1.91,0.2726,0.96,,
8ed7e546af859a7e329749de146df75c,REGULAR,"-signed_power(ts_delta(oth561_basic_stat_net_buy_user_num, 5), 2)",,,"{""decay"": 3, ""delay"": 1, ""instrumentType"": ""EQUITY"", ""language"": ""FASTEXPR"", ""maxTrade"": ""OFF"", ""nanHandling"": ""ON"", ""neutralization"": ""SLOW_AND_FAST"", ""pasteurization"": ""ON"", ""region"": ""CHN"", ""truncation"": 0.08, ""unitHandling"": ""VERIFY"", ""universe"": ""TOP2000U"", ""visualization"": false}","{""regular"": ""-signed_power(ts_delta(oth561_basic_stat_net_buy_user_num, 5), 2)"", ""type"": ""REGULAR""}",4kztBi3NL4u4akZ9O0TCscT,COMPLETE,1776674071.1975245,2rnwLj68,-18452625,-1.99,0.7693,-0.99,,
