fingerprint,alpha_type,regular_expression,selection_expression,combo_expression,settings_json,simulate_data_json,sim_id,status,timestamp,alpha_id,pnl,sharpe,turnover,fitness,error,error_details
1ab6cf0f4db8c349893c17833d617ed1,REGULAR,"-ts_mean(rank(oth561_basic_stat_net_buy_user_num), 20)",,,"{""decay"": 3, ""delay"": 1, ""instrumentType"": ""EQUITY"", ""language"": ""FASTEXPR"", ""maxTrade"": ""OFF"", ""nanHandling"": ""OFF"", ""neutralization"": ""SLOW_AND_FAST"", ""pasteurization"": ""ON"", ""region"": ""CHN"", ""truncation"": 0.08, ""unitHandling"": ""VERIFY"", ""universe"": ""TOP2000U"", ""visualization"": false}","{""regular"": ""-ts_mean(rank(oth561_basic_stat_net_buy_user_num), 20)"", ""type"": ""REGULAR""}",20NvHm6tT4pHb7BnWxF6kI8,COMPLETE,1776691958.7577586,VkY0OP70,11452648,2.39,0.1571,2.08,,
b2e3528d6f88c61c7d08891032d443af,REGULAR,"-ts_mean(rank(oth561_basic_stat_net_buy_user_num), 20)",,,"{""decay"": 5, ""delay"": 1, ""instrumentType"": ""EQUITY"", ""language"": ""FASTEXPR"", ""maxTrade"": ""OFF"", ""nanHandling"": ""OFF"", ""neutralization"": ""SLOW_AND_FAST"", ""pasteurization"": ""ON"", ""region"": ""CHN"", ""truncation"": 0.08, ""unitHandling"": ""VERIFY"", ""universe"": ""TOP2000U"", ""visualization"": false}","{""regular"": ""-ts_mean(rank(oth561_basic_stat_net_buy_user_num), 20)"", ""type"": ""REGULAR""}",rmm835r25aKb1K10cub2SIk,COMPLETE,1776691959.0866785,leRKrljn,11031578,2.31,0.1504,2.01,,
7531075cd32f6e79d958d445c3d54c65,REGULAR,"-ts_mean(rank(oth561_basic_stat_net_buy_user_num), 40)",,,"{""decay"": 0, ""delay"": 1, ""instrumentType"": ""EQUITY"", ""language"": ""FASTEXPR"", ""maxTrade"": ""OFF"", ""nanHandling"": ""OFF"", ""neutralization"": ""SLOW_AND_FAST"", ""pasteurization"": ""ON"", ""region"": ""CHN"", ""truncation"": 0.08, ""unitHandling"": ""VERIFY"", ""universe"": ""TOP2000U"", ""visualization"": false}","{""regular"": ""-ts_mean(rank(oth561_basic_stat_net_buy_user_num), 40)"", ""type"": ""REGULAR""}",4aYHsJ9uo4IpbjcPGnkH87z,COMPLETE,1776691959.4231105,akWxonLv,10144336,2.12,0.1516,1.77,,
